npsn,nama_sekolah,jenjang,kecamatan,kota_kabupaten,jumlah_siswa
20101622,SMAN 2 JAKARTA,SMA,Taman Sari,Jakarta Barat ,741
20101623,SMAN 19 JAKARTA,SMA,Tambora,Jakarta Barat ,622
20101624,SMAN 17 JAKARTA,SMA,Taman Sari,Jakarta Barat ,731
20101625,SMAN 16 JAKARTA,SMA,Palmerah,Jakarta Barat ,771
20101626,SMAN 112 JAKARTA,SMA,Kembangan,Jakarta Barat ,820
20101627,SMAN 101 JAKARTA,SMA,Kembangan,Jakarta Barat ,830
20101912,SD NEGERI JOGLO 08 PG,SD,Kembangan,Jakarta Barat ,307
20101913,SD NEGERI JOGLO 06 PAGI,SD,Kembangan,Jakarta Barat ,270
20101915,SD NEGERI JOGLO 04 PT,SD,Kembangan,Jakarta Barat ,301
20101916,SD NEGERI JOGLO 03 PG,SD,Kembangan,Jakarta Barat ,382
20101917,SDN JEMBATAN LIMA 04 PETANG,SD,Tambora,Jakarta Barat ,217
20101921,SDN Jembatan Besi 04 Pt.,SD,Tambora,Jakarta Barat ,277
20101924,SDN Kali Anyar 02 Pt.,SD,Tambora,Jakarta Barat ,249
20101925,SD NEGERI KAPUK 13 PT,SD,Cengkareng,Jakarta Barat ,384
20101926,SDN KAPUK 12 PETANG,SD,Cengkareng,Jakarta Barat ,378
20101929,SD NEGERI KAPUK 08 PT,SD,Cengkareng,Jakarta Barat ,379
20101930,SD NEGERI KAPUK 07 PETANG,SD,Cengkareng,Jakarta Barat ,423
20101932,SD NEGERI KAPUK 05 PG,SD,Cengkareng,Jakarta Barat ,314
20101933,SD NEGERI KAPUK 04 PT,SD,Cengkareng,Jakarta Barat ,460
20101935,SDN KALIDERES 02 PETANG,SD,Kali Deres,Jakarta Barat ,294
20101939,SD NEGERI JELAMBAR 03 PG,SD,Grogol Petamburan,Jakarta Barat ,336
20101940,SD NEGERI JELAMBAR 01 PG,SD,Grogol Petamburan,Jakarta Barat ,265
20101942,SD NEGERI JATI PULO 08 PAGI,SD,Palmerah,Jakarta Barat ,360
20101943,SD NEGERI JATI PULO 07,SD,Palmerah,Jakarta Barat ,372
20101946,SD NEGERI JATI PULO 04 PETANG,SD,Palmerah,Jakarta Barat ,182
20101947,SD NEGERI JATI PULO 03 PAGI,SD,Palmerah,Jakarta Barat ,320
20101949,SD NEGERI JELAMBAR 06 PG,SD,Grogol Petamburan,Jakarta Barat ,336
20101955,SD NEGERI JELAMBAR BARU 07,SD,Grogol Petamburan,Jakarta Barat ,330
20101957,SD NEGERI JELAMBAR BARU 05 PG,SD,Grogol Petamburan,Jakarta Barat ,372
20101961,SD NEGERI JELAMBAR BARU 01 PG,SD,Grogol Petamburan,Jakarta Barat ,327
20101965,SD NEGERI KEDOYA UTARA 01,SD,Kebon Jeruk,Jakarta Barat ,582
20101971,SDN KEDAUNG KALIANGKE 14,SD,Cengkareng,Jakarta Barat ,508
20101972,SD NEGERI KEDAUNG KALIANGKE 13 PG,SD,Cengkareng,Jakarta Barat ,273
20101973,SD NEGERI KEDAUNG KALI ANGKE 12 PG.,SD,Cengkareng,Jakarta Barat ,259
20101980,SD NEGERI KEMANGGISAN 01 PAGI,SD,Palmerah,Jakarta Barat ,344
20101981,SD NEGERI KELAPA DUA 06 PG,SD,Kebon Jeruk,Jakarta Barat ,255
20101982,SD NEGERI KELAPA DUA 05 PG,SD,Kebon Jeruk,Jakarta Barat ,246
20101984,SD NEGERI KELAPA DUA 03 PG,SD,Kebon Jeruk,Jakarta Barat ,433
20101990,SD NEGERI KEDAUNG KALIANGKE 08 PG,SD,Cengkareng,Jakarta Barat ,284
20101994,SD NEGERI KEBON JERUK 06 PG,SD,Kebon Jeruk,Jakarta Barat ,537
20101996,SD NEGERI KEBON JERUK 04 PG,SD,Kebon Jeruk,Jakarta Barat ,608
20102001,SD NEGERI KEAGUNGAN 04 PT,SD,Taman Sari,Jakarta Barat ,190
20102002,SD NEGERI KEAGUNGAN 03 PG,SD,Taman Sari,Jakarta Barat ,198
20102003,SD NEGERI KEAGUNGAN 02 PT,SD,Taman Sari,Jakarta Barat ,193
20102004,SD NEGERI KEAGUNGAN 01 PG,SD,Taman Sari,Jakarta Barat ,183
20102006,SD NEGERI KEBON JERUK 10,SD,Kebon Jeruk,Jakarta Barat ,532
20102009,SD NEGERI KEDAUNG KALIANGKE 05 PG,SD,Cengkareng,Jakarta Barat ,364
20102011,SD NEGERI KEDAUNG KALIANGKE 03 PG,SD,Cengkareng,Jakarta Barat ,317
20102017,SD NEGERI KEBON JERUK 15 PG,SD,Kebon Jeruk,Jakarta Barat ,427
20102020,SD NEGERI KAPUK 15 PAGI,SD,Cengkareng,Jakarta Barat ,628
20102022,SD NEGERI CENGKARENG BARAT 04 PTG,SD,Cengkareng,Jakarta Barat ,267
20102023,SD NEGERI CENGKARENG BARAT 03 PG,SD,Cengkareng,Jakarta Barat ,369
20102025,SDN Angke 06 Pg.,SD,Tambora,Jakarta Barat ,282
20102028,SD NEGERI ANGKE 03 PAGI,SD,Tambora,Jakarta Barat ,271
20102034,SD NEGERI CENGKARENG BARAT 06 PT,SD,Cengkareng,Jakarta Barat ,245
20102044,SD NEGERI CENGKARENG BARAT 11,SD,Cengkareng,Jakarta Barat ,512
20102075,SD NEGERI GROGOL 07,SD,Grogol Petamburan,Jakarta Barat ,347
20102077,SD NEGERI DURI KOSAMBI 07 PG,SD,Cengkareng,Jakarta Barat ,753
20102080,SD NEGERI DURI KOSAMBI 04 PG,SD,Cengkareng,Jakarta Barat ,546
20102082,SD NEGERI DURI KOSAMBI 02 PG,SD,Cengkareng,Jakarta Barat ,314
20102083,SD NEGERI DURI KOSAMBI 01 PG,SD,Cengkareng,Jakarta Barat ,574
20102085,SD NEGERI DURI KEPA 16 PG,SD,Kebon Jeruk,Jakarta Barat ,315
20102087,SD NEGERI DURI KOSAMBI 09 PG,SD,Cengkareng,Jakarta Barat ,425
20102096,SDN Duri Utara 06 Pt.,SD,Tambora,Jakarta Barat ,207
20102100,SD NEGERI DURI UTARA 02 PETANG,SD,Tambora,Jakarta Barat ,205
20102104,SDN CENGKARENG TIMUR 16 PETANG,SD,Cengkareng,Jakarta Barat ,356
20102107,SD NEGERI CENGKARENG TIMUR 11 PT,SD,Cengkareng,Jakarta Barat ,238
20102116,SD NEGERI CENGKARENG TIMUR 19 PT,SD,Cengkareng,Jakarta Barat ,285
20102117,SD NEGERI CENGKARENG TIMUR 20 PT,SD,Cengkareng,Jakarta Barat ,251
20102119,SD NEGERI DURI KEPA 11 PG,SD,Kebon Jeruk,Jakarta Barat ,436
20102130,SD NEGERI CENGKARENG TIMUR 22 PT,SD,Cengkareng,Jakarta Barat ,295
20102131,SD NEGERI PULO 05 PAGI,SD,Kebayoran Baru,Jakarta Selatan ,164
20102133,SDN Pulo 09 Pg.,SD,Kebayoran Baru,Jakarta Selatan ,170
20102134,SD NEGERI RAGUNAN 01,SD,Pasar Minggu,Jakarta Selatan ,604
20102140,SDN PONDOK PINANG 10 PAGI,SD,Kebayoran Lama,Jakarta Selatan ,520
20102144,SDN PONDOK PINANG 08 PAGI,SD,Kebayoran Lama,Jakarta Selatan ,414
20102145,SD NEGERI RAGUNAN 07 PAGI,SD,Pasar Minggu,Jakarta Selatan ,370
20102146,SDN Ragunan 08 PAGI,SD,Pasar Minggu,Jakarta Selatan ,314
20102147,SDN RAGUNAN 09 PAGI,SD,Pasar Minggu,Jakarta Selatan ,245
20102148,SDN Rawajati 06 Pg.,SD,Pancoran,Jakarta Selatan ,245
20102149,SDN Rawajati 05 Pagi,SD,Pancoran,Jakarta Selatan ,342
20102150,SDN Rawajati 03 Pagi,SD,Pancoran,Jakarta Selatan ,405
20102152,SDN Rawajati 01 Pg.,SD,Pancoran,Jakarta Selatan ,280
20102156,SD NEGERI RAWA BARAT 05,SD,Kebayoran Baru,Jakarta Selatan ,444
20102160,SD NEGERI RAGUNAN 10 PAGI,SD,Pasar Minggu,Jakarta Selatan ,215
20102161,SDN Rawajati 07 Pg.,SD,Pancoran,Jakarta Selatan ,250
20102173,SDN PENGADEGAN 07 PAGI,SD,Pancoran,Jakarta Selatan ,330
20102180,SDN Pondok Pinang 05 Pg.,SD,Kebayoran Lama,Jakarta Selatan ,621
20102184,SD NEGERI PETUKANGAN UTARA 10 PG,SD,Pesanggrahan,Jakarta Selatan ,493
20102190,SDN Petukangan Utara 02,SD,Pesanggrahan,Jakarta Selatan ,480
20102192,SD NEGERI PENGADEGAN 03,SD,Pancoran,Jakarta Selatan ,632
20102193,SMAN 47 JAKARTA,SMA,Kebayoran Lama,Jakarta Selatan ,889
20102195,SD NEGERI ULUJAMI 02,SD,Pesanggrahan,Jakarta Selatan ,447
20102196,SD NEGERI ULUJAMI 01 PAGI,SD,Pesanggrahan,Jakarta Selatan ,383
20102200,SDN Tegal Parang 06 Pg.,SD,Mampang Prapatan,Jakarta Selatan ,347
20102201,SDN Tegal Parang 05,SD,Mampang Prapatan,Jakarta Selatan ,209
20102202,SD NEGERI TEGAL PARANG 03 PG,SD,Mampang Prapatan,Jakarta Selatan ,233
20102203,SDN Tegal Parang 01 Pg,SD,Mampang Prapatan,Jakarta Selatan ,245
20102207,SD NEGERI ULUJAMI 04 PAGI,SD,Pesanggrahan,Jakarta Selatan ,376
20102208,SD NEGERI ULUJAMI 06 PAGI,SD,Pesanggrahan,Jakarta Selatan ,400
20102209,SD NEGERI ULUJAMI 07 PAGI,SD,Pesanggrahan,Jakarta Selatan ,392
20102210,SMAN 46 JAKARTA,SMA,Kebayoran Baru,Jakarta Selatan ,981
20102211,SMAN 43 JAKARTA,SMA,Setia Budi,Jakarta Selatan ,663
20102212,SMAN 38 JAKARTA,SMA,Jagakarsa,Jakarta Selatan ,779
20102213,SMAN 37 JAKARTA,SMA,Tebet,Jakarta Selatan ,770
20102214,SMAN 34 JAKARTA,SMA,Cilandak,Jakarta Selatan ,893
20102215,SMAN 32 JAKARTA,SMA,Kebayoran Lama,Jakarta Selatan ,890
20102216,SMAN 3 JAKARTA,SMA,Setia Budi,Jakarta Selatan ,987
20102217,SMAN 29 JAKARTA,SMA,Kebayoran Lama,Jakarta Selatan ,775
20102218,SMAN 26 JAKARTA,SMA,Tebet,Jakarta Selatan ,663
20102219,SMAN 109 JAKARTA,SMA,Jagakarsa,Jakarta Selatan ,777
20102230,SMAN 108 JAKARTA,SMA,Pesanggrahan,Jakarta Selatan ,554
20102233,SD NEGERI TEBET TIMUR 17 PAGI,SD,Tebet,Jakarta Selatan ,555
20102237,SD NEGERI TANJUNG BARAT 07 PAGI,SD,Jagakarsa,Jakarta Selatan ,600
20102238,SDN Tanjung Barat 04 Pg,SD,Jagakarsa,Jakarta Selatan ,375
20102239,SD NEGERI TANJUNG BARAT 03 PAGI,SD,Jagakarsa,Jakarta Selatan ,380
20102246,SDN Srengseng Sawah 04,SD,Jagakarsa,Jakarta Selatan ,845
20102247,SD NEGERI SRENGSENG SAWAH 01 PAGI,SD,Jagakarsa,Jakarta Selatan ,784
20102248,SD NEGERI SELONG 04 PAGI,SD,Kebayoran Baru,Jakarta Selatan ,92
20102249,SD NEGERI TANJUNG BARAT 09 PAGI,SD,Jagakarsa,Jakarta Selatan ,651
20102251,SD NEGERI TEBET BARAT 01 PAGI,SD,Tebet,Jakarta Selatan ,219
20102253,SD NEGERI TEBET TIMUR 11 PAGI,SD,Tebet,Jakarta Selatan ,119
20102255,SDN Tebet Timur 07,SD,Tebet,Jakarta Selatan ,468
20102259,SDN TEBET TIMUR 01 PAGI,SD,Tebet,Jakarta Selatan ,248
20102260,SD NEGERI TEBET BARAT 08 PAGI,SD,Tebet,Jakarta Selatan ,362
20102263,SDN TEBET BARAT 05,SD,Tebet,Jakarta Selatan ,371
20102264,SDN TEBET BARAT 03 PAGI,SD,Tebet,Jakarta Selatan ,92
20102268,SDN Mampang Prapatan 03 Pg.,SD,Mampang Prapatan,Jakarta Selatan ,204
20102269,SDN Mampang Prapatan 02 Pg.,SD,Mampang Prapatan,Jakarta Selatan ,364
20102271,SDN Lenteng Agung 11,SD,Jagakarsa,Jakarta Selatan ,528
20102275,SD NEGERI LENTENG AGUNG 07 PAGI,SD,Jagakarsa,Jakarta Selatan ,681
20102276,SDN Lenteng Agung 05 Pg.,SD,Jagakarsa,Jakarta Selatan ,430
20102278,SD NEGERI LENTENG AGUNG 03,SD,Jagakarsa,Jakarta Selatan ,507
20102283,SD NEGERI MANGGARAI 01 PAGI,SD,Tebet,Jakarta Selatan ,372
20102289,SDN Manggarai 09,SD,Tebet,Jakarta Selatan ,940
20102295,SDN MANGGARAI 03,SD,Tebet,Jakarta Selatan ,280
20102297,SD NEGERI KUNINGAN TIMUR 01,SD,Setia Budi,Jakarta Selatan ,85
20102298,SDN Kuningan Barat 03 Pg.,SD,Mampang Prapatan,Jakarta Selatan ,172
20102299,SDN KEBON BARU 05,SD,Tebet,Jakarta Selatan ,278
20102300,SD NEGERI KEBON BARU 03 PAGI,SD,Tebet,Jakarta Selatan ,343
20102313,SD NEGERI KEBON BARU 07 PAGI,SD,Tebet,Jakarta Selatan ,514
20102314,SD NEGERI KEBON BARU 09 PAGI,SD,Tebet,Jakarta Selatan ,780
20102321,SD NEGERI KRAMAT PELA 09 PAGI,SD,Kebayoran Baru,Jakarta Selatan ,407
20102322,SDN Kramat Pela 07,SD,Kebayoran Baru,Jakarta Selatan ,392
20102326,SDN KEBON BARU 11,SD,Tebet,Jakarta Selatan ,332
20102334,SD NEGERI PEJATEN TIMUR 05 PG,SD,Pasar Minggu,Jakarta Selatan ,568
20102350,SD NEGERI PASAR MINGGU 05 PG,SD,Pasar Minggu,Jakarta Selatan ,230
20102358,SD N PELA MAMPANG 13 PG,SD,Mampang Prapatan,Jakarta Selatan ,250
20102362,SD N PELA MAMPANG 09,SD,Mampang Prapatan,Jakarta Selatan ,248
20102372,SD NEGERI MENTENG DALAM 01 PAGI,SD,Tebet,Jakarta Selatan ,528
20102376,SDN Menteng Atas 14,SD,Setia Budi,Jakarta Selatan ,569
20102380,SD NEGERI MENTENG ATAS 04 PAGI,SD,Setia Budi,Jakarta Selatan ,97
20102387,SD NEGERI MENTENG DALAM 07 PAGI,SD,Tebet,Jakarta Selatan ,664
20102392,SD NEGERI PANCORAN 10 PAGI,SD,Pancoran,Jakarta Selatan ,272
20102394,SDN PANCORAN 08 PAGI,SD,Pancoran,Jakarta Selatan ,235
20102395,SDN Pancoran 07 Pg.,SD,Pancoran,Jakarta Selatan ,321
20102396,SD NEGERI PANCORAN 05 PAGI,SD,Pancoran,Jakarta Selatan ,185
20102402,SMP NEGERI 11 JAKARTA,SMP,Kebayoran Baru,Jakarta Selatan ,905
20102419,SMP Negeri 107,SMP,Pasar Minggu,Jakarta Selatan ,682
20102420,SMP Negeri 104,SMP,Mampang Prapatan,Jakarta Selatan ,650
20102466,SMP NEGERI RAGUNAN,SMP,Pasar Minggu,Jakarta Selatan ,73
20102467,SMP NEGERI 37 JAKARTA,SMP,Cilandak,Jakarta Selatan ,891
20102468,SMP Negeri 33,SMP,Tebet,Jakarta Selatan ,657
20102469,SMP NEGERI 31,SMP,Kebayoran Lama,Jakarta Selatan ,818
20102470,SMP NEGERI 3 JAKARTA,SMP,Tebet,Jakarta Selatan ,882
20102471,SMP Negeri 29,SMP,Kebayoran Baru,Jakarta Selatan ,799
20102472,SMP NEGERI 276,SMP,Jagakarsa,Jakarta Selatan ,665
20102473,SMP NEGERI 267 JAKARTA,SMP,Pesanggrahan,Jakarta Selatan ,772
20102474,SMP NEGERI 265,SMP,Tebet,Jakarta Selatan ,874
20102475,SMP Negeri 254,SMP,Jagakarsa,Jakarta Selatan ,883
20102476,SMP Negeri 253,SMP,Jagakarsa,Jakarta Selatan ,912
20102477,SMP Negeri 250,SMP,Kebayoran Baru,Jakarta Selatan ,738
20102478,SMP NEGERI 247 JAKARTA,SMP,Mampang Prapatan,Jakarta Selatan ,629
20102479,SMP Negeri 245,SMP,Pesanggrahan,Jakarta Selatan ,552
20102480,SMP Negeri 41,SMP,Pasar Minggu,Jakarta Selatan ,772
20102481,SMP NEGERI 43 JAKARTA,SMP,Mampang Prapatan,Jakarta Selatan ,650
20102482,SMP Negeri 46,SMP,Pasar Minggu,Jakarta Selatan ,418
20102483,SMP Negeri 98,SMP,Jagakarsa,Jakarta Selatan ,664
20102484,SMP NEGERI 96 JAKARTA,SMP,Cilandak,Jakarta Selatan ,658
20102485,SMP Negeri 87,SMP,Kebayoran Lama,Jakarta Selatan ,659
20102486,SMP Negeri 86,SMP,Cilandak,Jakarta Selatan ,836
20102487,SMP NEGERI 85 JAKARTA,SMP,Cilandak,Jakarta Selatan ,886
20102488,SMP NEGERI 73 JAKARTA,SMP,Tebet,Jakarta Selatan ,962
20102489,SMP NEGERI 68 JAKARTA,SMP,Cilandak,Jakarta Selatan ,782
20102490,SMP Negeri 67,SMP,Setia Budi,Jakarta Selatan ,570
20102491,SMP NEGERI 66,SMP,Kebayoran Lama,Jakarta Selatan ,575
20102492,SMP Negeri 58,SMP,Setia Budi,Jakarta Selatan ,665
20102493,SMP Negeri 57,SMP,Setia Budi,Jakarta Selatan ,666
20102494,SMP NEGERI 56,SMP,Pasar Minggu,Jakarta Selatan ,976
20102495,SMP NEGERI 48 JAKARTA,SMP,Kebayoran Lama,Jakarta Selatan ,864
20102496,SMP NEGERI 242,SMP,Jagakarsa,Jakarta Selatan ,737
20102497,SMP Negeri 240,SMP,Kebayoran Baru,Jakarta Selatan ,806
20102498,SMP NEGERI 163 JAKARTA,SMP,Pasar Minggu,Jakarta Selatan ,707
20102499,SMP Negeri 161,SMP,Kebayoran Lama,Jakarta Selatan ,1003
20102500,SMP NEGERI 155,SMP,Pancoran,Jakarta Selatan ,589
20102501,SMP NEGERI 154,SMP,Pancoran,Jakarta Selatan ,669
20102502,SMP Negeri 153,SMP,Kebayoran Lama,Jakarta Selatan ,697
20102503,SMP Negeri 15,SMP,Tebet,Jakarta Selatan ,740
20102504,SMP NEGERI 145 JAKARTA,SMP,Setia Budi,Jakarta Selatan ,699
20102505,SMP Negeri 141,SMP,Mampang Prapatan,Jakarta Selatan ,657
20102506,SMP Negeri 131,SMP,Jagakarsa,Jakarta Selatan ,665
20102507,SMP Negeri 13,SMP,Kebayoran Baru,Jakarta Selatan ,874
20102508,SMP NEGERI 124 JAKARTA,SMP,Mampang Prapatan,Jakarta Selatan ,674
20102509,SMP NEGERI 12,SMP,Kebayoran Baru,Jakarta Selatan ,876
20102510,SMP Negeri 115,SMP,Tebet,Jakarta Selatan ,1026
20102511,SMP Negeri 164,SMP,Kebayoran Lama,Jakarta Selatan ,887
20102512,SMP NEGERI 166,SMP,Jagakarsa,Jakarta Selatan ,781
20102513,SMPN 175 JAKARTA,SMP,Jagakarsa,Jakarta Selatan ,734
20102514,SMP NEGERI 239,SMP,Jagakarsa,Jakarta Selatan ,998
20102515,SMP Negeri 238,SMP,Pancoran,Jakarta Selatan ,654
20102516,SMP Negeri 235,SMP,Pesanggrahan,Jakarta Selatan ,668
20102517,SMP NEGERI 227 JAKARTA,SMP,Pasar Minggu,Jakarta Selatan ,772
20102518,SMP Negeri 226,SMP,Cilandak,Jakarta Selatan ,890
20102519,SMP Negeri 218,SMP,Pasar Minggu,Jakarta Selatan ,797
20102520,SMP NEGERI 212 JAKARTA,SMP,Pasar Minggu,Jakarta Selatan ,756
20102521,SMP NEGERI 211,SMP,Jagakarsa,Jakarta Selatan ,665
20102522,SMP Negeri 19 Jakarta,SMP,Kebayoran Baru,Jakarta Selatan ,1109
20102523,SMP Negeri 185,SMP,Kebayoran Lama,Jakarta Selatan ,524
20102524,SMP NEGERI 182,SMP,Pancoran,Jakarta Selatan ,930
20102525,SMP NEGERI 178,SMP,Pesanggrahan,Jakarta Selatan ,852
20102526,SMP Negeri 177,SMP,Pesanggrahan,Jakarta Selatan ,1004
20102527,SMP NEGERI 110,SMP,Pesanggrahan,Jakarta Selatan ,668
20102562,SMAN 97 JAKARTA,SMA,Jagakarsa,Jakarta Selatan ,1003
20102563,SMAN 90 JAKARTA,SMA,Pesanggrahan,Jakarta Selatan ,1006
20102564,SMAN 87 JAKARTA,SMA,Pesanggrahan,Jakarta Selatan ,699
20102565,SMAN 86 JAKARTA,SMA,Pesanggrahan,Jakarta Selatan ,670
20102566,SMAN 82 JAKARTA,SMA,Kebayoran Baru,Jakarta Selatan ,661
20102568,SMAN 8 JAKARTA,SMA,Tebet,Jakarta Selatan ,1068
20102569,SMAN 74 JAKARTA,SMA,Kebayoran Lama,Jakarta Selatan ,776
20102570,SMAN 70 JAKARTA,SMA,Kebayoran Baru,Jakarta Selatan ,1114
20102571,SMAN 66 JAKARTA,SMA,Cilandak,Jakarta Selatan ,850
20102572,SMAN 63 JAKARTA,SMA,Pesanggrahan,Jakarta Selatan ,668
20102573,SMAN 60 JAKARTA,SMA,Mampang Prapatan,Jakarta Selatan ,795
20102574,SMAN 6 JAKARTA,SMA,Kebayoran Baru,Jakarta Selatan ,998
20102575,SMAN 55 JAKARTA,SMA,Pancoran,Jakarta Selatan ,875
20102576,SMAN RAGUNAN JAKARTA,SMA,Pasar Minggu,Jakarta Selatan ,310
20102578,SMKN 15 JAKARTA,SMK,Kebayoran Baru,Jakarta Selatan ,716
20102579,SMKN 6 JAKARTA,SMK,Kebayoran Baru,Jakarta Selatan ,886
20102580,SMK NEGERI 41 JAKARTA,SMK,Cilandak,Jakarta Selatan ,739
20102581,SMKN 32 JAKARTA,SMK,Tebet,Jakarta Selatan ,692
20102582,SMKN 30 JAKARTA,SMK,Kebayoran Baru,Jakarta Selatan ,623
20102585,SMKN 28 JAKARTA,SMK,Cilandak,Jakarta Selatan ,932
20102586,SMKN 25 JAKARTA,SMK,Pasar Minggu,Jakarta Selatan ,532
20102587,SMKN 20 JAKARTA,SMK,Cilandak,Jakarta Selatan ,773
20102589,SMKN 18 JAKARTA,SMK,Kebayoran Lama,Jakarta Selatan ,663
20102592,SMAN 49 JAKARTA,SMA,Jagakarsa,Jakarta Selatan ,664
20102597,SMKN 8 JAKARTA,SMK,Pasar Minggu,Jakarta Selatan ,1059
20102599,SMKN 47 JAKARTA,SMK,Pasar Minggu,Jakarta Selatan ,739
20102600,SMKN 43 JAKARTA,SMK,Kebayoran Lama,Jakarta Selatan ,426
20102601,SMKN 37 JAKARTA,SMK,Pasar Minggu,Jakarta Selatan ,838
20102602,SMKN 29 JAKARTA,SMK,Kebayoran Baru,Jakarta Selatan ,1109
20102742,SDN Grogol Selatan 08,SD,Kebayoran Lama,Jakarta Selatan ,450
20102921,SDN Grogol Selatan 09 Pg.,SD,Kebayoran Lama,Jakarta Selatan ,782
20102943,SDN Duren Tiga 05 Pagi,SD,Pancoran,Jakarta Selatan ,333
20102944,SD NEGERI DUREN TIGA 01 PAGI,SD,Pancoran,Jakarta Selatan ,282
20102956,SD NEGERI DUREN TIGA 07,SD,Pancoran,Jakarta Selatan ,161
20102958,SDN Duren Tiga 09,SD,Pancoran,Jakarta Selatan ,281
20102975,SD NEGERI KEBAGUSAN 03 PAGI,SD,Pasar Minggu,Jakarta Selatan ,439
20102976,SD NEGERI KEBAGUSAN 02 PAGI,SD,Pasar Minggu,Jakarta Selatan ,379
20102983,SD NEGERI KARET 04,SD,Setia Budi,Jakarta Selatan ,501
20103022,SD NEGERI JAGAKARSA 10 PAGI,SD,Jagakarsa,Jakarta Selatan ,371
20103067,SD NEGERI RAGUNAN 11 PT,SD,Pasar Minggu,Jakarta Selatan ,145
20103103,SDN Cilandak Timur 02 Petang,SD,Pasar Minggu,Jakarta Selatan ,297
20103104,SD NEGERI CILANDAK TIMUR 01 PG,SD,Pasar Minggu,Jakarta Selatan ,341
20103106,SD NEGERI CILANDAK BARAT 04 PAGI,SD,Cilandak,Jakarta Selatan ,336
20103112,SDN Cikoko 01 Pg.,SD,Pancoran,Jakarta Selatan ,292
20103116,SD NEGERI CILANDAK TIMUR 03 PG,SD,Pasar Minggu,Jakarta Selatan ,563
20103118,SD NEGERI CILANDAK TIMUR 05 PG,SD,Pasar Minggu,Jakarta Selatan ,557
20103126,SD NEGERI CIPETE UTARA 01 PAGI,SD,Kebayoran Baru,Jakarta Selatan ,405
20103133,SDN Ciganjur 02 Pagi,SD,Jagakarsa,Jakarta Selatan ,500
20103134,SD N BANGKA 01 PG,SD,Mampang Prapatan,Jakarta Selatan ,273
20103136,SD NEGERI BINTARO 09 PAGI,SD,Pesanggrahan,Jakarta Selatan ,383
20103137,SDN BINTARO 08 PAGI,SD,Pesanggrahan,Jakarta Selatan ,446
20103139,SD NEGERI BINTARO 05 PAGI,SD,Pesanggrahan,Jakarta Selatan ,357
20103140,SDN BINTARO 04 PAGI,SD,Pesanggrahan,Jakarta Selatan ,408
20103142,SD NEGERI BINTARO 02,SD,Pesanggrahan,Jakarta Selatan ,727
20103143,SDN Bintaro 01,SD,Pesanggrahan,Jakarta Selatan ,530
20103144,SD N BANGKA 07 PG,SD,Mampang Prapatan,Jakarta Selatan ,197
20103145,SDN Bangka 06 Pg.,SD,Mampang Prapatan,Jakarta Selatan ,152
20103146,SD N BANGKA 05 PG,SD,Mampang Prapatan,Jakarta Selatan ,168
20103149,SD NEGERI BINTARO 12,SD,Pesanggrahan,Jakarta Selatan ,363
20103150,SDN Bintaro 13 Pg.,SD,Pesanggrahan,Jakarta Selatan ,367
20103151,SDN Ciganjur 01 Pg.,SD,Jagakarsa,Jakarta Selatan ,690
20103153,SD NEGERI BUKIT DURI 11 PAGI,SD,Tebet,Jakarta Selatan ,349
20103159,SD NEGERI BINTARO 14 PAGI,SD,Pesanggrahan,Jakarta Selatan ,428
20103161,SDN BUKIT DURI 01 PAGI,SD,Tebet,Jakarta Selatan ,522
20103163,SD NEGERI BUKIT DURI 03,SD,Tebet,Jakarta Selatan ,619
20103256,SMAN 99 JAKARTA,SMA,Ciracas,Jakarta Timur ,1033
20103257,SMAN 98 JAKARTA,SMA,Pasar Rebo,Jakarta Timur ,1033
20103258,SMAN 93 JAKARTA,SMA,Kramat Jati,Jakarta Timur ,777
20103278,SMAN 91 JAKARTA,SMA,Duren Sawit,Jakarta Timur ,700
20103279,SMAN 9 JAKARTA,SMA,Makasar,Jakarta Timur ,782
20103280,SMAN 36 JAKARTA,SMA,Pulo Gadung,Jakarta Timur ,927
20103281,SMAN 31 JAKARTA,SMA,Matraman,Jakarta Timur ,1144
20103282,SMAN 22 JAKARTA,SMA,Matraman,Jakarta Timur ,919
20103283,SMAN 21 JAKARTA,SMA,Pulo Gadung,Jakarta Timur ,823
20103284,SMAN 14 JAKARTA,SMA,Kramat Jati,Jakarta Timur ,781
20103285,SMAN 12 JAKARTA,SMA,Duren Sawit,Jakarta Timur ,666
20103286,SMAN 113 JAKARTA,SMA,Cipayung,Jakarta Timur ,1074
20103287,SMAN 11 JAKARTA,SMA,Cakung,Jakarta Timur ,667
20103288,SMAN 107 JAKARTA,SMA,Cakung,Jakarta Timur ,739
20103289,SMAN 106 JAKARTA,SMA,Pasar Rebo,Jakarta Timur ,779
20103290,SMAN 105 JAKARTA,SMA,Ciracas,Jakarta Timur ,778
20103291,SMAN 104 JAKARTA,SMA,Pasar Rebo,Jakarta Timur ,883
20103292,SMAN 103 JAKARTA,SMA,Duren Sawit,Jakarta Timur ,743
20103293,SMAN 102 JAKARTA,SMA,Cakung,Jakarta Timur ,773
20103294,SMAN 100 JAKARTA,SMA,Jatinegara,Jakarta Timur ,664
20103296,SMAN 39 JAKARTA,SMA,Pasar Rebo,Jakarta Timur ,1152
20103297,SMAN 42 JAKARTA,SMA,Makasar,Jakarta Timur ,888
20103298,SMAN 44 JAKARTA,SMA,Duren Sawit,Jakarta Timur ,780
